name,event_type,event_time,description,city,class
Должны ли разработчики быть увлечены разрабатываемым продуктом?,meetup,2020-07-20 21:00:00+00,"Насколько участникам команды разработки нужно быть увлеченными разрабатываемым продуктом? Или увлеченность технологиями имеет гораздо большее значение? Эти вопросы, а также их связь с ответственностью ""за костюм, а не пуговицы"" и о том, при чем тут Владелец Продукта, разберем на очередном митапе вместе с Томасом Шисслером. Регистрация: https://forms.gle/ZTUXVoSCmeJYEkem9 Как нас найти: https://us02web.zoom.us/j/84960960258?pwd=VnNJVVBaRVQ4ZmFaYTJTeUZsTWgxdz09 Организатор: Agile Lean Moscow Эта группа для всех, кто интересуется и практикует Agile/Lean подходы к разработке продуктов, создании адаптивных организаций и бережливых процессах разработки ПО.",Москва,undefined
Вебинар. CMS в Яндекс.Облаке,training,2020-07-27 21:00:00+00,"Регистрация обязательна: https://cloud.yandex.ru/events/156 Расскажем, как построить систему управления контентом в Облаке и упростить обслуживание инфраструктуры. Поговорим о работе с контентной платформой Sitefinity. На вебинаре вы узнаете: -как упростить использование цифровых технологий в бизнесе; -как снизить нагрузку на технических специалистов; -как сократить издержки; -как улучшить бизнес-метрики — конверсию, скорость работы, доступность сервисов. Вебинар будет полезен тем, кто задумывается о миграции цифровой платформы в Облако, но не знает, с чего начать. Регистрация обязательна: https://cloud.yandex.ru/events/156 Организатор: Мероприятия Яндекс.Облака для разработчиков Самые полезные и интересные мероприятия Яндекс.Облака в Москве для разработчиков, а также всех, кому интересны облачные технологии. В группе вы найдете анонсы всех предстоящих событий, а также найдете полезные ссылки и материалы на тему облачных технологий. Мероприятия, вебинары и тренинги Яндекс.Облака – отличная возможность получить новые знания в актуальной сфере. Узнавайте новое, общайтесь и становитесь участниками наших мероприятий! Еще больше мероприятий Яндекс.Облака вы можете найти на нашей странице: cloud.yandex.ru/events",Москва,undefined
Администрирование кластера Kafka,training,2020-09-08 21:00:00+00,"Программа курса Администрирование кластера Kafka Введение в Kafka Что такое Apache Kafka ? Сценарии использования Kafka Компоненты Kafka и Kafka экосистемы Архитектура Kafka Кластер Zookeeper Потоковая Обработка Событий(Event Stream Processing): Терминология и основные концепции. Основные концепции Kafka Как работает Kafka : Топики (Topics) и партиций (Partitions). Репликация данных. Брокеры (Brokers): Развертывание. Конфигурация Multibroker Поставщики данных (Producers): Типы партиций. Синхронные и асинхронные Producers. Параметры конфигурации. Java API Потребители данных (Consumers): Очереди Consumers. Широковещание (Broadcasting). Установка кластера Apache Kafka Требования по установке кластера Kafka Установка и настройка кластера Zookeeper : Настройка кворума. Конфигурация сервисов и файловой системы. Оптимизация и отказоустойчивость Zookeeper . Установка и настройка кластера Kafka : Планирование установки и sizing кластера Kafka . Типовые проблемы при установке. Запуск и первоначальное конфигурирование Kafka . Конфигурация Listeners. Отказоустойчивость кластера Kafka . Kafka менеджер. Установка кластера Kafka на AWS Репликация кластера с использованием Mirror Make r ( Confluent Replicator ) Базовые операции в Apache Kafka Операции с Топиками (Topic) Публикация данных с консольного Producer Получение данных с консольного Consumer Пользовательские интерфейсы топика Kafka (Topics UI) Разбор примеров кода producer Разбор примеров кода consumer Оптимизация кластера Apache Kafka Оптимизация производительности компонент кластера Масштабирование кластера Балансировка разделов(partition) и использование Partition Reassignment Tools Балансировка с использованием ADB (Auto Data Balancing) Best Practices Kafka /Confluent Мониторинг кластера Kafka Настройка мониторинга кластера Kafka (Confluent) с использованием Prometheus + Grafana ( Telegraf/Influx + Grafana) Интеграция с Apache Kafka Использование Apache NiFi Интеграция Apache Flume с Kafka Сценарии интеграции с Apache Kafka Расширенная конфигурация кластера Kafka Расширенная конфигурация топиков (Topic): Изменение конфигурации топиков. Sizing(количество партиций и фактор репликации). Сегменты и индексы. Политика очистки логов (Log Cleanup Policy). Сжатие и консолидация данных в логах. Confluent REST Proxy Настройка Confluent Schema Registry Архитектура Kafka Connect Безопасность в Kafka Шифрование SSL: Установка центра сертификатов (CA), настройка SSL для Kafka кластера и клиентов Аутентификация SSL/SASL Аутентификация Kerberos: Настройка Kerberos. Keytabs и principals. Настройка кластера Kafka и клиентов для поддержки Kerberos Авторизация в Kafka Управление списками управления доступом (ACL)",Москва,undefined
"Вебинар ""Что должен знать Product Manager""",webinar,2020-07-06 21:00:00+00,"Приглашаем 07.07 в 17:00 на бесплатный вебинар ""Что должен знать Product Manager"", во время которого вы узнаете, какие инструменты применяют продакты в IT сегодня и какие знания необходимы для построения успешной карьеры Speaker: Egor Kurguzov, ﻿Product manager CloudMade Опыт в IT — 7 лет, уровень квалификации — senior Agenda: 1. Подводные камни работы продактом 2. Ключевые фреймворки и их отличия в зависимости от продуктов 3. Топ инструменты и когда их применять 4. Где черпать знания, чтобы не прекращать развиваться и почему сертификаты не ценят 5. Что такое ""гореть"" и что такое ""выгорать"" Не упустите возможность задать вопрос спикеру online! Регистрация обязательна: bit.ly/2zY8ZOc Добавить ивент в Google-calendar: is.gd/oqwYZt",online,busorg
Курс С# Junior Developer,training,2020-05-21 21:00:00+00,"Курс C# Junior Developer организован как форма активного обучения, целью которого является понимание принципов Объектно Ориентированного программирования на платформе .NET, изучение основных пакетов и умение писать на языке C# сложные веб-приложения. Акцент курса делается на понимание и практику программирования на C# в объектно-ориентированном стиле. Практика: Практической частью домашней работы будет последовательная разработка приложения Курс будет построен на активном взаимодействии с обучаемыми в форме разбора домашнего задания: выбора оптимальной доменной модели; реализации, паттернов проектирования, дизайна разрабатываемого приложения. От скорости прохождения материалов курса группой будет зависеть объем функциональности полученного в конце курса приложения. Спикер: Даниил Системный архитектор в группе компаний ЦРТ. Опыт работы в коммерческой разработке программного обеспечения 12 лет и все эти 12 лет именно на платформе .NET от обычных декстопных приложений до больших микросервисных систем с высокой нагрузкой. Свою карьеру начинал именно как Junior C# Developer на Desktop приложениях в большой международной компании на одном из известном продукте среди DBA. Помимо языка C# владеет языками Lua, F# и конечно же C. ""Придерживаюсь мнения, что нужно учиться программировать не на языке программирования, а с помощью языка программирования!"" - говорит Даниил. Побочным результатом курса будет ваше личное резюме junior c# разработчика с одним из пунктов в списке достижений: разработка приложения.",Санкт-Петербург,undefined
QA Conference: Security + Performance,conference,2020-02-29 07:30:00+00,"29 февраля состоится первая QA конференция с потоками Security и Performance. Регистрация на конференцию здесь: https://events.epam.com/events/qa-conference На потоке Security расскажем про организацию процесса Security тестирования, про наиболее распространенные проблемы. Разберем кейсы с действующих проектов и проведем воркшоп. На воркшопе вы на практике познакомитесь с наиболее распространенными уязвимостями WEB приложений из списка OWASP Top 10. Вы сможете взламывать наши приложения как настоящие хакеры, применяя полученные теоретические знания на практике. Победители получат призы. На потоке Performance разберемся в общем представлении о Performance тестировании, что нужно учесть при организации процесса. Поговорим о специфике тестирования CDN сервисов, сравним инструменты JMeter и LoadRunner, составим примерный портрет Performance аналитика.",St. Petersburg,qa
Академия Playnesis,training,2020-09-06 21:00:00+00,"Хочешь освоить новую специальность, расширить знания и найти работу мечты? Рады сообщить, что 7 сентября 2020 стартует бесплатный курс уроков от Академии Playnesis для выпускников вузов. Лучшим студентам по итогам курса предложим трудоустройство. Компания Playnensis занимается разработкой, дистрибуцией и продвижением игр и приложений. Playnensis — это: офис в самом центре IT кластера Сибири — рядом с Технопарком Академгородка; дружелюбная атмосфера и опытные наставники; амбициозные цели, задачи и проекты; реальные перспективы карьерного роста. В рамках расширения команды мы прямо сейчас стартуем набор в школу PLAYNESIS для выпускников вузов. Тебя ждут абсолютно бесплатно: мастер-классы, лекции и практикумы от ведущих сотрудников нашей компании. Лучшим студентам по итогам обучения мы предложим трудоустройство. Направления: project management; разработка на Unity; нативная разработка под iOS; маркетинг мобильных игр и приложений. Старт занятий: 07.09.2020 Как стать учеником? Просто выбери свое направление и заполни заявку на участие .",Новосибирск,undefined
Тонем в облаках: краткое руководство освоения AWS,meetup,2020-06-03 21:00:00+00,"4 июня, 19:00 Новосибирск (15:00 Москва), Совместная встреча с DevOps Novosibirsk: Эта встреча предназначен для тех, кто никогда не работал с AWS, да и вообще оказался в положении 22-летнего сеньора. Мы не будем определяться с тем, ""зачем"" нам копаться в AWS, но будет искать ответы на вопросы ""Как?"". Вы никогда в жизни не поднимали ничего сложнее виртуальной машины в гипервизоре, но в один момент вас, словно молния, поразила новость – вы начинаете работать с ""ихним б-гомерзким клаудом"". Доклад спикера будет разбит на 3 раздела. Как начать – мы определимся с мотивацией, целеполаганием и первыми ступенями вверх по бобовому дереву. Как понять – мы пройдемся по основным подлинным и подробным источникам информации и знаний по AWS, рассмотрим основной подход learn by doing. Как познать – пройдемся по курсам и сертификациям, вы узнаете основные ""читы"" по экзамену. В конце встречи участники получат несколько ссылок на полезные материалы и тематические сообщества. СПИКЕР Карен Товмасян Solution Architect | DevOps and Cloud @ EPAM Systems, AWS certified Как нас найти: https://us02web.zoom.us/j/83252725791 Организатор: DevOps Moscow in Russian Эта группа создана для того, чтобы подружить разработчиков, системных администраторов и тестировщиков вместе. Хотя бы раз в месяц, хотя бы за пивом. Проблемы и место встречи мы обсуждаем в рассылке https://groups.google.com/d/forum/devopsru",Москва,undefined
"Вебинар ""Как завалить IT-проект на каждом этапе""",webinar,2020-07-14 21:00:00+00,"Успешного успеха не существует. Все PM-ы учатся на своих ошибках, а самые умные — перенимают опыт наставников. 15 июля вы узнаете о наиболее распространенных ошибках в проектном менеджменте и получите практические советы по их предотвращению! О чем поговорим: ✔️ Где можно налажать во время инициации проекта? ✔️ Как спланировать крах проекта? ✔️ Как выполнить горе-проект и проконтролировать свое фиаско? ✔️Что поможет оставить после себя плохое впечатление? Спикеры: 🎙Денис Шаматажи — Project / Product manager в Redmadrobot с семилетним стажем в IT. 🎙Наталья Белоусова — 9 лет руководит проектами, ранее была бизнес-аналитиком. Регистрация: bit.ly/2OcErvI",online,busorg
История программирования,meetup,2020-07-01 21:00:00+00,"Карантин в Москве постепенно сходит на нет, но время массовых гуляний ещё не настало. Технические встречи клуба будут проходить онлайн по крайней мере до осени. Следующая встреча носит популяризаторский характер. Поговорим об истории программирования в целом, и об истории отдельных языков в частности. Доклад прочитает Марк Шевченко. Поговорим о машине Чарльза Бэббиджа, о кризисе оснований математики, о проблемах, поднятых Гильбертом, теореме Гёделя, лямбда-исчислении и машине Тьюринга. Обсудим, зачем нужна архитектура фон Неймана. Наконец, вспомним, какие языки программирования оказали влияние на индустрию за последние 70 лет. Zoom-мероприятие начнётся в четверг 2 июля в 19:00 и продлится ориентировочно два часа. Идентификатор конференции:[masked] Пароль:[masked] Как нас найти: https://us02web.zoom.us/j/82368689847 Организатор: Московский клуб программистов http://prog.msk.ru Telegram-чат — http://t.me/progmsk (в поиске ищите по имени @progmsk). Однажды на одной конференции между программистами вспыхнул спор про git и Mercurial. Те, кто их использовал, приводили аргументы, а кто не использовал — жадно слушали, потому что им было очень интересно. В те времена стоял вопрос, уходить ли с SVN, и, если уходить, то куда. Спор был не по теме встречи, и его быстро прекратили. Оказалось, что несмотря на обилие конференций, в Москве негде поговорить на общие темы. Негде поговорить на смежные темы. Негде поговорить на темы, которые интересны, но к вашей работе не относятся. Но эти темы важные. Мы придумали Клуб программистов чтобы у нас было место для неформального общения. Несколько месяцев мы экспериментировали с форматом и остановились на том, что собираемся каждые две недели по четвергам. Встреча длится три часа, и за это время мы обсуждаем две темы. Тему можно предложить Если вам интересно послушать. Но такой подход почти не работает, потому что тем в IT много, и шанс найти подходящего эксперта невелик. Работает постановка целей и собственная инициатива. Программы мы можем писать сами, книги читать — тоже. Осваивать навыки командной работы, учиться объяснять трудные решения, программировать в паре, писать понятный код и делать крупные проекты — мы можем только вместе с другими. В нашем клубе всегда нужны • Инициаторы движухи. Хотите освоить парное программирование? Приходите, ищите единомышленников. Не забудьте рассказать о том, что получилось. • Летописцы. Мы конспектируем наши встречи, чтобы делиться результатами. Умеете писать технические тексты? Хотите научиться? Ведите нашу летопись ! • Модераторы. Хотите развивать soft skills? Устали от бесконечных споров на работе? Возьмите дело в свои руки: освойте модерацию и фасилитацию. Дискуссий у нас много, темы бывают острые — материал для работы есть. • Докладчики. Думаете, куда расти профессионально? Не хотите руководить, а оставаться просто программистом уже не по возрасту? Учите, делитесь опытом, готовьте курсы. Клуб — идеальное место, чтобы оттачивать мастерство выступлений и обкатывать программы. С нами можно сотрудничать Мы можем выступить с докладами на вашем мероприятии. Мы можем анонсировать ваши мероприятия в нашем клубе, если они касаются программирования. Мы можем провести нашу встречу на вашей территории с участием ваших сотрудников.",Москва,undefined
Безопасность WEB: Ошибки бизнес-логики,webinar,2020-07-20 21:00:00+00,"21 июля 2020 завершаем цикл бесплатных вебинаров ""Безопасность WEB"". Разберем ошибки бизнес-логики и кейсы из практики ведущих пентестеров. Спикер – эксперт по информационной безопасности и ведущий разработчик образовательной платформы Hacktory. В программе вебинара: ✔️ Все об ошибках бизнес-логики ✔️ Как злоумышленник может использовать их в своих целях ✔️ Эффективные способы защиты от атак Вы сможете решить две практические задачи вместе с докладчиком в режиме реального времени. Кому будет полезно? Специалистам по информационным технологиям и безопасности, разработчикам, QA-специалистам, системным администраторам и начинающим багхантерам. На вебинаре у вас будет возможность выиграть премиум-доступ к образовательной платформе Hacktory и целый месяц бесплатного обучения без ограничений! Присоединяйтесь к нам во вторник, 21 июля в 16:00 МСК. Регистрация по ссылке Следите за новостями Страница компании",online,undefined
Kotlin Hardcore WhiteNights,Другое,2017-06-15 16:00:00+00,"Всем привет! В свете недавних анонсов Google о том, что Kotlin становится ""правильным"" языком программирования для Android мы решили провести митап про нюансы Kotlin. Итак, 15 июня в офисе JetBrains нас ждет встреча с двумя докладчиками. Первый доклад: Efficient Kotlin Доклад будет про языковые конструкции и методы stdlib'ы и их оверхед на рантайм. Поделюсь советами о том, что нужно делать, чтобы минимизировать этот самый оверхед. Спикер: Михаил Горюнов, Android-разработчик, иногда балуется back-endом. Второй доклад: Safe and sound code with Kotlin Java достаточно безопасный язык программирования с точки зрения управления памятью и типов. Но с переходом на Kotlin мы можем программировать ещё более безопасно благодаря некоторым фичам языка, недоступных в Java. Это означает больше времени на бизнес-логику, меньше на велосипеды. И да, с этими фичами некоторые unit-тесты вам больше не понадобятся. Спикер: Руслан Захаров. Multistack developer. ===== КОЛИЧЕСТВО МЕСТ ОГРАНИЧЕНО! (и проход по спискам). Чтобы ТОЧНО попасть на мероприятие, нажмите RSVP :) ====== Вступайте в наш Slack (https://gdgspb.herokuapp.com/) или Telegram (https://t.me/gdgspb) и обсуждайте насущные вопросы о разработке и не только =)",St. Petersburg,mobile
"Вебинар ""Что важно учесть по SEO при разработке сайта?""",webinar,2020-05-19 21:00:00+00,"Спикер: Lucy Literado Тема: ""Что важно учесть по SEO при разработке сайта?"" Привет! Стартуем новый цикл вебинаров в новом формате. Если вы хотите получать поисковой трафик на сайт сразу после окончания разработки — вам необходимо учесть важные моменты, которые очень любят поисковые системы. Какие именно? Об этом в среду расскажет Lucy Literado 🔸Больше 10 лет в профессии 🔹Прошла путь от seo-копирайтера до директора по маркетингу. 🔸Специализация — контент и seo на западные рынки. 👉Участие в вебинаре бесплатное! Регистрация обязательная) Заполняй форму: bit.ly/2WPDc9L и ты гарантировано не упустишь и старт и обязательно получишь запись вебинара!",online,undefined
Burning Lead Meetup #3,meetup,2019-06-20 16:00:00+00,"Burning lead — это сообщество тимлидов, ведущих разработчиков и всех, кто сталкивается в своей работе с вопросами мотивации, управления командами разработчиков, менторства и т.п. Сообщество выросло из регулярных встреч за завтраком жаждущих обмена опытом тимлидов. Довольно быстро стало очевидно, что тема трудностей тимлидства волнует очень многих, а формат завтраков никак не позволяет вместить всех желающих. Наш третий митап пройдет 20 июня в офисе компании Veeam (г. Санкт-Петербург, Кондратьевский пр, д. 15, к. 5, БЦ Граффити, 5 этаж). Твиттер https://twitter.com/BurningLead Канал в Telegram https://t.me/BurningLead Чат https://t.me/BurningLeadChat Для прохода в БЦ необходимо иметь при себе удостоверение личности. Регистрируйтесь пожалуйста на https://burning-lead.timepad.ru/event/997039/",Sankt-Peterburg,busorg
SPbR #15,Другое,2019-10-04 16:00:00+00,"Василий Каминский, тех. аналитик, JetBrains Анализ временных рядов На работе я регулярно сталкиваюсь с задачами анализа и прогнозирования временных рядов. В своём рассказе я затрону базовые понятия, принципы и модели временных рядов (AR, MA и их более сложные модификации) с примерами на языке R. Доклад будет полезен начинающим аналитикам, аналитикам данных, специалистам по машинному обучению и всем заинтересованным. Владимир Завьялов, специалист по измерительным машинам Использование R в машиностроении Рассказ о том как R упростил анализ результатов измерения на производстве электромеханических приводов. Владимир Кошелев, разработчик R Plugin, JetBrains R Plugin Компания JetBrains последнее время разрабатывает плагин к PyCharm для языка R. В своем докладе я покажу и расскажу, что у нас получилось. **** Расписание: 18:55 — Приветственная пицца в офисе JetBrains 19:10 — Первый доклад 19:45 — Второй доклад 20:15 — Перерыв 20:30 — Третий доклад 21:00 — Конец докладов Будет запись и трансляция. Ссылка на трансляцию: https://youtu.be/CfZ2o2FHQhI ***** Самая актуальная информация, материалы и записи докладов в группе https://vk.com/spbrug Обратите внимание: в этот раз мы встречаемся в новом офисе JetBrains у метро Беговая.",Sankt-Peterburg,ds
PG Day Russia 2020,conference,2020-07-09 21:00:00+00,"PG Day Russia — крупнейшая конференция по PostgreSQL в Санкт-Петербурге, которая, начиная с этого года, имеет статус community-мероприятия, поддерживаемого официальным международным сообществом PostgreSQL! Основная цель конференции — продвижение PostgreSQL, поддержка ее пользователей и создание площадки для общения компаний, работающих с PostgreSQL и смежными технологиями. Будем рады увидеть вас на конференции 10 Июля в Санкт-Петербурге!",Санкт-Петербург,undefined
Вебинар NVIDIA (Mellanox),webinar,2020-08-18 21:00:00+00,"Приглашаем Вас принять участие в вебинаре ""Обзор решений NVIDIA Netwoking Group"" Самые прогрессивные компании в мире реализуют масштабные проекты с помощью технологий NVIDIA. Разработки компании получили распространение в индустрии видеоигр, сфере профессиональной визуализации, области высокопроизводительных вычислений и беспилотного транспорта. В первом полугодиии NVIDIA завершила приобретение Mellanox Technologies, Ltd. и Cumulus Networks. Этот шаг стал вехой развития технологий всего сетевого стека, начиная от чипов и систем и заканчивая программным обеспечением. Предлагаем Вам познакомится поближе с сетевыми продуктами компании на вебинаре. В программе вебинара: Преимущества подхода Open Networking Архитектура Cumulus Linux Решения E2E от NVIDIA Mellanox Q&A сессия Спикер: Вадем Ильясов, Менеджер по развитию бизнеса NVIDIA Networking в ASBIS. Ссылка на трансляцию будет выслана после прохождения регистрации.",online,undefined
GDG St. Petersburg on Mobius,Другое,2019-06-14 12:00:00+00,"22-23 мая состоялась конференция для мобильных разработчиков Mobius. На стенде GDG мы провели следующие мини-доклады: 22 мая 13:00 Василий Чирвон ""Clean Architecture"" 14:30 Интервью с организаторами GDG 16:30 Константин Цховребов ""ConstraintLayout 2.0"" 18:00 Розыгрыш футболок 23 мая 11:30 Александр Денисов ""Flutter"" 13:30 Йонатан Левин ""Как я стал СТО"" 15:00 Сергей Рябов ""Litho - декларативный UI фреймворк"" 18:00 Розыгрыш футболок Mobius – это конференция для разработчиков мобильных приложений, которая регулярно проходит в Москве и Петербурге и собирает более 400 участников. Аудитория конференции: Middle и Senior-разработчики, тимлиды, руководители проектов и системные архитекторы. ===== Вход ПЛАТНЫЙ! Купить билет на мероприятие можно здесь: https://mobiusconf.com/2019/spb/ ====== Вступайте в наш Telegram https://t.me/gdgspb !",Sankt-Peterburg,mobile
Декабрьский вечерний DevOps в центре Санкт-Петербурга,Другое,2018-12-14 15:30:00+00,"THIS IS A FREE EVENT - PLEASE FINISH YOUR RSVP IN THE LINK BELOW https://aug.atlassian.com/events/details/atlassian-st-petersburg-presents-dekabrskii-vechernii-devops-v-tsentre-sankt-peterburga Всем привет! Сбертех и Atlassian User Group предлагают немного расслабиться перед окончанием года в неформальной обстановке в знаменитом бар-ресторан Paulaner на Невском. Собственно, это и митапом назвать сложно – скорее, это DevOps-вечеринка, где гости смогут не только послушать спикеров, но и проверить свои знания на квизе, повеселиться в фотозоне и в принципе хорошо провести пятничный вечер. Впрочем, про спикеров тоже не стоит забывать, их доклады будут очень интересными: Алексей Подъячев (Сбертех) посвятит своё выступление архитектуре едва ли не самой важной вещи при запуске продукта – процесса обеспечения качества и тестирования. Дмитрий Маркелов (Сбертех) и Артем Соковец (Сбертех) расскажут, как им приходилось запускать Selenium-тесты с помощью Moon и OpenShift и что у них вышло из этого. Гончик Цымжитов (Itiviti) поделится историями про построение процессов разработки на базе экосистемы Atlassian, где большая часть будет уделена костылям и затычкам. Ярослав Астафьев (Сбертех) объяснит, почему важно тестировать приложения, расскажет о распространенных мифах в тестировании, и как с помощью снепшота, скриншота, зависимостей, аудита, бэнча и многого другого сделать свою сборку очень долгой из-за тестов. Регистрируйтесь, приходите, общайтесь, отдыхайте! Регистрация на сайте: https://sberteh.timepad.ru/event/865117/ Наша DevOps-вечеринка начнётся в 18:30 в бар-ресторане Paulaner на Невском! --- Speakers Gonchik Tsymzhitov - Itiviti (Atlassian Administrator) Yarolav Astafiev - Sberbank-Technology Hosted By Gonchik Tsymzhitov, Atlassian User Group Leader --- Global Partner Atlassian (http://atlassian.com) Millions of users globally rely on Atlassian products every day for improving software development, project management, collaboration, and code quality. --- For nearly a decade, Atlassian customers have come together to network, share ideas, solve problems, and find new ways to use Atlassian products. Today, more than 15,000 people take part in Atlassian user groups in more than 30 countries. --- THIS IS A FREE EVENT - PLEASE FINISH YOUR RSVP IN THE LINK BELOW https://aug.atlassian.com/events/details/atlassian-st-petersburg-presents-dekabrskii-vechernii-devops-v-tsentre-sankt-peterburga",Saint Petersburg,devops
Курс по Статистике,training,2020-07-22 21:00:00+00,"Знания теории вероятностей и статистики важны для людей, которые работают с данными, особенно в области Data Analysis и/или Data Science. Во время этого курса вы познакомитесь с основами основ, такими как случайная величина, вероятность ее появления и функция распределения вероятностей. Затем будут более сложные темы. Вы будете знать, как выполнить предварительный анализ данных (EDA), чтобы получить полезную информацию из сырых данных. В дополнение к этому, вы поймете математику A/Б-тестирования с использованием статистического тестирования гипотез, которая поможет в принятии решений. Учебный план 13.07-23.07 — 24 часа лекция и практик 18:00 — 21:00 Стоимость 6000 грн за весь курс Регистрация Что будете изучать: ● Введение в теорию вероятностей; ● Распределение случайных величин; ● Главные характеристики распределения; ● Основы информационной теории; Выбросы в данных; ● Аппроксимация результатов и доверительные интервалы; ● Проверка значимости, часть 1: выводы для среднего значения и пропорций; ● Проверка значимости, часть 2: мощность теста, размер эффекта; ● Дополнительный день для вопросов и ответов и практики. Что будете уметь: ● Какие есть типы случайных величин и как они распределены; ● Как использовать теорему Байеса, чтобы найти вероятность возникновения события; ● Как рассчитать основные характеристики распределения, такие как среднее значение, медиана и дисперсия; ● Как обнаружить выбросы в данных и как с ними бороться; ● Что такое доверительные интервалы и зачем они нужны; ● Что такое p-значение и размер эффекта теста; ● Как выполнить проверку значимости нулевой гипотезы. Это для тебя если ты: ● Человек, ищущий смену карьеры в направлении Data Science/Analysis; ● Хочешь улучшить свои математические знания; ● Хочешь знать, как запускать A/Б тесты; ● Работаешь в области Data Science и хочешь систематизировать свои знания.",online,ds
